M00000.0	황건적의 난과 도원결의
M04282.0	{ESC:k}
M04283.0	유
M04284.0	대
M04285.0	공산
M04286.0	{ESC:k}
M04287.0	유
M04288.0	도
M04290.0	{ESC:k}
M04291.0	유
M04292.0	파
M04293.0	자초
M04294.0	{ESC:k}
M04295.0	유
M04296.0	비
M04297.0	현덕
M04298.0	{ESC:k}
M04299.0	유
M04300.0	표
M04301.0	경승
M04302.0	{ESC:k}
M04303.0	유
M04304.0	평
M04306.0	{ESC:k}
M04307.0	유
M04308.0	벽
M04310.0	{ESC:k}
M04311.0	유
M04312.0	봉
M04314.0	{ESC:k}
M04315.0	유
M04316.0	엽
M04317.0	자양
M04318.0	{ESC:k}
M04319.0	유
M04320.0	요
M04321.0	정례
M04322.0	{ESC:k}
M04323.0	유
M04324.0	략
M04326.0	{ESC:k}
M04327.0	여
M04328.0	위황
M04330.0	{ESC:k}
M04331.0	요
M04332.0	화
M04333.0	원검
M04334.0	{ESC:k}
M04335.0	양
M04336.0	흥
M04338.0	{ESC:k}
M04339.0	양
M04340.0	서
M04342.0	{ESC:k}
M04343.0	능
M04344.0	조
M04346.0	{ESC:k}
M04347.0	능
M04348.0	통
M04349.0	공적
M04350.0	{ESC:k}
M04351.0	여
M04352.0	개
M04353.0	계평
M04354.0	{ESC:k}
M04355.0	여
M04356.0	거
M04357.0	세의
M04358.0	{ESC:k}
M04359.0	여
M04360.0	건
M04361.0	자각
M04362.0	{ESC:k}
M04363.0	여
M04364.0	광
M04366.0	{ESC:k}
M04367.0	여
M04368.0	상
M04370.0	{ESC:k}
M04371.0	여
M04372.0	대
M04373.0	정공
M04374.0	{ESC:k}
M04375.0	여
M04376.0	범
M04377.0	자형
M04378.0	{ESC:k}
M04379.0	여
M04380.0	포
M04381.0	봉선
M04382.0	{ESC:k}
M04383.0	여
M04384.0	몽
M04385.0	자명
M04386.0	{ESC:k}
M04387.0	윤
M04388.0	직
M04390.0	{ESC:k}
M04391.0	냉
M04392.0	포
M04394.0	{ESC:k}
M04395.0	누
M04396.0	현
M04397.0	승선
M04398.0	{ESC:k}
M04399.0	노
M04400.0	숙
M04401.0	자경
M04402.0	{ESC:k}
M04403.0	노
M04404.0	숙
M04406.0	{ESC:k}
M04407.0	노
M04408.0	식
M04409.0	자간
M04410.0	{ESC:k}
M04411.0	왜
M04412.0	여왕
M04414.0	{ESC:k}
M04415.0	왜
M04416.0	무녀
M04418.0	{ESC:k}
M04419.0	왜
M04420.0	대부
M04422.0	{ESC:k}
M04423.0	왜
M04424.0	비구
M04426.0	{ESC:k}
M04427.0	왜
M04428.0	무장
M04430.0	{ESC:k}
M04431.0	오환
M04432.0	대왕
M04434.0	{ESC:k}
M04435.0	오환
M04436.0	대인
M04438.0	{ESC:k}
M04439.0	오환
M04440.0	솔중
M04442.0	{ESC:k}
M04443.0	오환
M04444.0	도독
M04446.0	{ESC:k}
M04447.0	오환
M04448.0	무장
M04450.0	{ESC:k}
M04451.0	강
M04452.0	대왕
M04454.0	{ESC:k}
M04455.0	강
M04456.0	승상
M04458.0	{ESC:k}
M04459.0	강
M04460.0	원수
M04462.0	{ESC:k}
M04463.0	강
M04464.0	추장
M04466.0	{ESC:k}
M04467.0	강
M04468.0	무장
M04470.0	{ESC:k}
M04471.0	산월
M04472.0	대왕
M04474.0	{ESC:k}
M04475.0	산월
M04476.0	맹자
M04478.0	{ESC:k}
M04479.0	산월
M04480.0	용자
M04482.0	{ESC:k}
M04483.0	산월
M04484.0	전사
M04486.0	{ESC:k}
M04487.0	산월
M04488.0	무장
M04490.0	{ESC:k}
M04491.0	남만
M04492.0	대왕
M04494.0	{ESC:k}
M04495.0	남만
M04496.0	동주
M04498.0	{ESC:k}
M04499.0	남만
M04500.0	방사
M04502.0	{ESC:k}
M04503.0	남만
M04504.0	부장
M04506.0	{ESC:k}
M04507.0	남만
M04508.0	무장
M04510.0	{ESC:k}
M04511.0	영
M04512.0	제
M04514.0	{ESC:k}
M04515.0	소
M04516.0	제
M04518.0	{ESC:k}
M04519.0	헌
M04520.0	제
M04522.0	{ESC:k}
M04523.0	우
M04524.0	길
M04526.0	{ESC:k}
M04527.0	화
M04528.0	타
M04530.0	{ESC:k}
M04531.0	관
M04532.0	로
M04534.0	{ESC:k}
M04535.0	허
M04536.0	소
M04538.0	{ESC:k}
M04539.0	좌
M04540.0	자
M04542.0	{ESC:k}
M04543.0	사마
M04544.0	휘
M04546.0	{ESC:k}
M04547.0	예
M04548.0	형
M04549.0	정평
M04550.0	{ESC:k}
M04551.0	초
M04552.0	선
M04554.0	{ESC:k}
M04555.0	대
M04556.0	교
M04558.0	{ESC:k}
M04559.0	소
M04560.0	교
M04562.0	{ESC:k}
M04563.0	채
M04564.0	염
M04566.0	{ESC:k}
M04567.0	마
M04568.0	운록
M04570.0	{ESC:k}
M04571.0	황
M04572.0	월영
M04574.0	{ESC:k}
M04575.0	북
M04576.0	두
M04578.0	{ESC:k}
M04579.0	남
M04580.0	두
M04582.0	{ESC:k}
M04583.0	도
M04584.0	적
M04586.0	{ESC:k}
M04587.0	문
M04588.0	관
M04590.0	{ESC:k}
M04591.0	병
M04592.0	사
M04594.0	{ESC:k}
M04595.0	남자
M04598.0	{ESC:k}
M04599.0	여자
M04602.0	{ESC:k}
M04603.0	노
M04604.0	인
M04606.0	{ESC:k}
M04607.0	아이
M04608.0	
M04610.0	{ESC:k}
M04611.0	추
M04612.0	씨
M04614.0	{ESC:k}
M04615.0	견
M04616.0	씨
M04618.0	{ESC:k}
M04619.0	포
M04620.0	삼랑
M04622.0	{ESC:k}
M04623.0	화
M04624.0	만
M04626.0	{ESC:k}
M04627.0	동
M04628.0	백
M04630.0	{ESC:k}
M04631.0	번
M04632.0	씨
M04634.0	{ESC:k}
M04635.0	신
M04636.0	헌영
M04638.0	{ESC:k}
M04639.0	하후
M04640.0	령녀
M04642.0	{ESC:k}
M04643.0	여
M04644.0	령기
M04646.0	{ESC:k}
M04647.0	교
M04648.0	현
M04650.0	{ESC:k}
M04651.0	공
M04652.0	구
M04653.0	중니
M04654.0	{ESC:k}
M04655.0	장
M04656.0	의
M04658.0	{ESC:k}
M04659.0	인
M04660.0	상여
M04662.0	{ESC:k}
M04663.0	악
M04664.0	의
M04666.0	{ESC:k}
M04667.0	백
M04668.0	기
M04670.0	{ESC:k}
M04671.0	이
M04672.0	사
M04674.0	{ESC:k}
M04675.0	왕
M04676.0	전
M04678.0	{ESC:k}
M04679.0	항
M04680.0	적
M04681.0	우
M04682.0	{ESC:k}
M04683.0	범
M04684.0	증
M04686.0	{ESC:k}
M04687.0	영
M04688.0	포
M04690.0	{ESC:k}
M04691.0	유
M04692.0	방
M04693.0	계
M04694.0	{ESC:k}
M04695.0	한
M04696.0	신
M04698.0	{ESC:k}
M04699.0	장
M04700.0	량
M04701.0	자방
M04702.0	{ESC:k}
M04703.0	곽
M04704.0	거병
M04706.0	{ESC:k}
M04707.0	손
M04708.0	빈
M04710.0	{ESC:k}
M04711.0	영
M04712.0	정
M04714.0	{ESC:k}
M04715.0	양
M04716.0	대안
M04718.0	{ESC:k}
M04719.0	진
M04720.0	경지
M04721.0	자운
M04722.0	{ESC:k}
M04723.0	고
M04724.0	장공
M04726.0	{ESC:k}
M04727.0	이
M04728.0	적
M04729.0	무공
M04730.0	{ESC:k}
M04731.0	악
M04732.0	비
M04733.0	붕거
M04734.0	{ESC:k}
M04735.0	관
M04736.0	이오
M04737.0	중
M04738.0	{ESC:k}
M04739.0	소
M04740.0	하
M04742.0	{ESC:k}
M04743.0	진
M04744.0	량옥
M04745.0	정소
M04746.0	{ESC:k}
M04747.0	성길
M04748.0	사한
M04750.0	{ESC:k}
M04751.0	남
M04755.0	남
M04759.0	남
M04763.0	남
M04767.0	남
M04771.0	남
M04775.0	남
M04779.0	남
M04783.0	남
M04787.0	남
M04791.0	남
M04795.0	남
M04799.0	남
M04803.0	남
M04807.0	남
M04811.0	남
M04815.0	남
M04819.0	남
M04823.0	남
M04827.0	남
M04831.0	남
M04835.0	남
M04839.0	남
M04843.0	남
M04847.0	남
M04851.0	남
M04855.0	남
M04859.0	남
M04863.0	남
M04867.0	남
M04871.0	남
M04875.0	남
M04879.0	남
M04883.0	남
M04887.0	남
M04891.0	남
M04895.0	남
M04899.0	남
M04903.0	남
M04907.0	남
M04911.0	남
M04915.0	남
M04919.0	남
M04923.0	남
M04927.0	남
M04931.0	남
M04935.0	남
M04939.0	남
M04943.0	남
M04947.0	남
M04951.0	남
M04955.0	남
M04959.0	남
M04963.0	남
M04967.0	남
M04971.0	남
M04975.0	남
M04979.0	남
M04983.0	남
M04987.0	남
M04991.0	남
M04995.0	남
M04999.0	남
M05003.0	남
M05007.0	남
M05011.0	남
M05015.0	남
M05019.0	남
M05023.0	남
M05027.0	남
M05031.0	여
M05035.0	여
M05039.0	여
M05043.0	여
M05047.0	여
M05051.0	여
M05055.0	여
M05059.0	여
M05063.0	여
M05067.0	여
M05071.0	여
M05075.0	여
M05079.0	여
M05083.0	여
M05087.0	여
M05091.0	여
M05095.0	여
M05099.0	여
M05103.0	여
M05107.0	여
M05111.0	여
M05115.0	여
M05119.0	여
M05123.0	여
M05127.0	여
M05131.0	여
M05135.0	여
M05139.0	여
M05143.0	여
M05147.0	여
M05151.0	무장
M05152.0	성
M05153.0	명
M05154.0	무장
M05155.0	자
M05156.0	{ESC:k}
M05157.0	얼굴번호
M05158.0	고유번호
M05159.0	등장년
M05160.0	생년
M05161.0	나이
M05162.0	사관
M05163.0	소속
M05164.0	소속
M05165.0	소재
M05166.0	세력
M05167.0	세력
M05168.0	군단
M05169.0	군단
M05170.0	구소속세력번호
M05171.0	부대
M05172.0	신분
M05173.0	신분
M05174.0	대장플래그
M05175.0	대장
M05176.0	성별
M05177.0	성별
M05178.0	통솔
M05179.0	무력
M05180.0	지력
M05181.0	정치
M05182.0	세력0친밀
M05183.0	세력1친밀
M05184.0	세력2친밀
M05185.0	세력3친밀
M05186.0	세력4친밀
M05187.0	세력5친밀
M05188.0	세력6친밀
M05189.0	세력7친밀
M05190.0	세력8친밀
M05191.0	세력9친밀
M05192.0	세력10친밀
M05193.0	세력11친밀
M05194.0	세력12친밀
M05195.0	세력13친밀
M05196.0	세력14친밀
M05197.0	세력15친밀
M05198.0	세력16친밀
M05199.0	세력17친밀
M05200.0	세력18친밀
M05201.0	세력19친밀
M05202.0	세력20친밀
M05203.0	세력21친밀
M05204.0	세력22친밀
M05205.0	세력23친밀
M05206.0	세력24친밀
M05207.0	세력25친밀
M05208.0	세력26친밀
M05209.0	세력27친밀
M05210.0	세력28친밀
M05211.0	세력29친밀
M05212.0	세력30친밀
M05213.0	세력31친밀
M05214.0	세력32친밀
M05215.0	세력33친밀
M05216.0	세력34친밀
M05217.0	세력35친밀
M05218.0	세력36친밀
M05219.0	세력37친밀
M05220.0	세력38친밀
M05221.0	세력39친밀
M05222.0	세력40친밀
M05223.0	세력41친밀
M05224.0	세력42친밀
M05225.0	세력43친밀
M05226.0	세력44친밀
M05227.0	세력45친밀
M05228.0	세력46친밀
M05229.0	세력47친밀
M05230.0	세력48친밀
M05231.0	세력49친밀
M05232.0	충성
M05233.0	친밀
M05234.0	작위
M05235.0	지휘
M05236.0	녹봉
M05237.0	수명
M05238.0	건강
M05239.0	건강
M05240.0	혈연번호
M05241.0	부모
M05242.0	자식
M05243.0	상성
M05244.0	의리
M05245.0	야망
M05246.0	성격
M05247.0	성격
M05248.0	보병
M05249.0	보병숙련
M05250.0	기병
M05251.0	기병숙련
M05252.0	궁기
M05253.0	궁기숙련
M05254.0	노병
M05255.0	노병숙련
M05256.0	수군
M05257.0	수군숙련
M05258.0	공성
M05259.0	공성숙련
M05260.0	지식
M05261.0	지식숙련
M05262.0	모략
M05263.0	모략숙련
M05264.0	책략
M05265.0	책략숙련
M05266.0	병법
M05267.0	명령
M05268.0	명령
M05269.0	목표
M05270.0	대상
M05271.0	조건
M05272.0	분전
M05273.0	분투
M05274.0	분신
M05275.0	돌파
M05276.0	돌진
M05277.0	돌격
M05278.0	기사
M05279.0	주사
M05280.0	비사
M05281.0	제사
M05282.0	연사
M05283.0	연노
M05284.0	몽충
M05285.0	누선
M05286.0	투함
M05287.0	정란
M05288.0	충차
M05289.0	투석
M05290.0	상병
M05291.0	조영
M05292.0	석병
M05293.0	파괴
M05294.0	교사
M05295.0	혼란
M05296.0	덫
M05297.0	배반
M05298.0	환술
M05299.0	매도
M05300.0	고무
M05301.0	치료
M05302.0	요술
M05303.0	시우
M05304.0	난사
M05305.0	강습
M05306.0	강공
M05307.0	함정
M05308.0	불덫
M05309.0	물덫
M05310.0	돌덫
M05311.0	낙석
M05312.0	사대
M05313.0	습득
M05314.0	{ESC:k}
M05315.0	깃발글자번호
M05316.0	등록
M05317.0	도착
M05318.0	포진
M05319.0	색성명
M05320.0	색성
M05321.0	색명
M05322.0	색자
M05323.0	색세력
M05324.0	색군단
M05325.0	색시설
M05326.0	도착
M05327.0	도착
M05328.0	작위
M05329.0	작위
M05330.0	휴식
M05331.0	충성
M05332.0	명령
M05333.0	대상
M05334.0	목표
M05335.0	도착
M05336.0	통솔
M05337.0	무력
M05338.0	지력
M05339.0	정치
M05340.0	통솔
M05341.0	무력
M05342.0	지력
M05343.0	정치
M05344.0	통솔
M05345.0	무력
M05346.0	지력
M05347.0	정치
M05348.0	통솔
M05349.0	무력
M05350.0	지력
M05351.0	정치
M05352.0	습득
M05353.0	발탁
M05354.0	편집
M05355.0	승상
M05356.0	{ESC:k}
M05357.0	사공
M05358.0	{ESC:k}
M05359.0	태위
M05360.0	{ESC:k}
M05361.0	사도
M05362.0	{ESC:k}
M05363.0	대도독
M05364.0	{ESC:k}
M05365.0	위장군
M05366.0	{ESC:k}
M05367.0	표기장군
M05368.0	{ESC:k}
M05369.0	거기장군
M05370.0	{ESC:k}
M05371.0	광록훈
M05372.0	{ESC:k}
M05373.0	대사농
M05374.0	{ESC:k}
M05375.0	위위
M05376.0	{ESC:k}
M05377.0	정위
M05378.0	{ESC:k}
M05379.0	정동장군
M05380.0	{ESC:k}
M05381.0	정남장군
M05382.0	{ESC:k}
M05383.0	정서장군
M05384.0	{ESC:k}
M05385.0	정북장군
M05386.0	{ESC:k}
M05387.0	상서령
M05388.0	{ESC:k}
M05389.0	태복
M05390.0	{ESC:k}
M05391.0	태상
M05392.0	{ESC:k}
M05393.0	광록대부
M05394.0	{ESC:k}
M05395.0	진동장군
M05396.0	{ESC:k}
M05397.0	진남장군
M05398.0	{ESC:k}
M05399.0	진서장군
M05400.0	{ESC:k}
M05401.0	진북장군
M05402.0	{ESC:k}
M05403.0	중서령
M05404.0	{ESC:k}
M05405.0	어사중승
M05406.0	{ESC:k}
M05407.0	집금오
M05408.0	{ESC:k}
M05409.0	소부
M05410.0	{ESC:k}
M05411.0	안동장군
M05412.0	{ESC:k}
M05413.0	안남장군
M05414.0	{ESC:k}
M05415.0	안서장군
M05416.0	{ESC:k}
M05417.0	안북장군
M05418.0	{ESC:k}
M05419.0	비서령
M05420.0	{ESC:k}
M05421.0	시중
M05422.0	{ESC:k}
M05423.0	유부장사
M05424.0	{ESC:k}
M05425.0	태학박사
M05426.0	{ESC:k}
M05427.0	좌장군
M05428.0	{ESC:k}
M05429.0	우장군
M05430.0	{ESC:k}
M05431.0	전장군
M05432.0	{ESC:k}
M05433.0	후장군
M05434.0	{ESC:k}
M05435.0	알자복야
M05436.0	{ESC:k}
M05437.0	도위
M05438.0	{ESC:k}
M05439.0	황문시랑
M05440.0	{ESC:k}
M05441.0	태사령
M05442.0	{ESC:k}
M05443.0	군사장군
M05444.0	{ESC:k}
M05445.0	안국장군
M05446.0	{ESC:k}
M05447.0	파로장군
M05448.0	{ESC:k}
M05449.0	토역장군
M05450.0	{ESC:k}
M05451.0	낭중
M05452.0	{ESC:k}
M05453.0	종사중랑
M05454.0	{ESC:k}
M05455.0	장사
M05456.0	{ESC:k}
M05457.0	사마
M05458.0	{ESC:k}
M05459.0	위동장군
M05460.0	{ESC:k}
M05461.0	위남장군
M05462.0	{ESC:k}
M05463.0	위서장군
M05464.0	{ESC:k}
M05465.0	위북장군
M05466.0	{ESC:k}
M05467.0	태악령
M05468.0	{ESC:k}
M05469.0	대창령
M05470.0	{ESC:k}
M05471.0	무고령
M05472.0	{ESC:k}
M05473.0	위사령
M05474.0	{ESC:k}
M05475.0	아문장군
M05476.0	{ESC:k}
M05477.0	호군
M05478.0	{ESC:k}
M05479.0	편장군
M05480.0	{ESC:k}
M05481.0	비장군
M05482.0	{ESC:k}
M05483.0	주부
M05484.0	{ESC:k}
M05485.0	간의대부
M05486.0	{ESC:k}
M05487.0	시랑
M05488.0	{ESC:k}
M05489.0	중랑
M05490.0	{ESC:k}
M05491.0	충의교위
M05492.0	{ESC:k}
M05493.0	소신교위
M05494.0	{ESC:k}
M05495.0	유림교위
M05496.0	{ESC:k}
M05497.0	건의교위
M05498.0	{ESC:k}
M05499.0	분위교위
M05500.0	{ESC:k}
M05501.0	선신교위
M05502.0	{ESC:k}
M05503.0	파적교위
M05504.0	{ESC:k}
M05505.0	무위교위
M05506.0	{ESC:k}
M05507.0	없음
M05508.0	{ESC:k}
M05509.0	작위
M05510.0	작위
M05511.0	{ESC:k}
M05512.0	필요관작번호
M05513.0	지휘
M05514.0	녹봉
M05515.0	능력
M05516.0	상승
M05517.0	설명
M05518.0	무장
M05519.0	통솔
M05520.0	무력
M05521.0	지력
M05522.0	정치
M05523.0	충성상승
M05524.0	대상
M05525.0	세력
M05526.0	병사
M05527.0	부상병
M05528.0	상태
M05529.0	사기
M05530.0	군단
M05531.0	대장
M05532.0	현역
M05533.0	포로
M05534.0	부대
M05535.0	부대
M05536.0	부대
M05537.0	병사
M05538.0	부상병
M05539.0	합계병사
M05540.0	상태
M05541.0	상태카운터
M05542.0	책략카운터
M05543.0	사기
M05544.0	명령
M05545.0	명령
M05546.0	목표X좌표
M05547.0	목표Y좌표
M05548.0	목표 맵 오브젝트 번호
M05549.0	목표
M05550.0	소속
M05551.0	소속
M05552.0	소재
M05553.0	지형
M05554.0	현역
M05555.0	포로
M05556.0	군단
M05557.0	세력
M05558.0	세력
M05559.0	군단
M05560.0	대장
M05561.0	대장
M05562.0	전투력
M05563.0	대장통솔
M05564.0	최고지력
M05565.0	병과
M05566.0	배
M05567.0	진형
M05568.0	적접근시
M05569.0	자주퇴각
M05570.0	추격
M05571.0	사후명령
M05572.0	방침
M05573.0	작위
M05574.0	지휘
M05575.0	도착
M05576.0	색세력
M05577.0	색군단
M05578.0	색시설
M05579.0	색대장
M05580.0	조영
M05581.0	성채
M05582.0	석병
M05583.0	{ESC:k}
M05584.0	부대
M05585.0	대부대
M05586.0	대수병
M05587.0	대성벽
M05588.0	수비
M05589.0	기동
M05590.0	대부대
M05591.0	대수병
M05592.0	대성벽
M05593.0	수비
M05594.0	기동
M05595.0	명령변경
M05596.0	부대
M05597.0	목표2
M05598.0	교전1
M05599.0	교전2
M05600.0	행군중
M05601.0	조언
M05602.0	퇴각
M05603.0	미접근
M05604.0	출진
M05605.0	공적
M05606.0	위
M05607.0	{ESC:k}
M05608.0	촉
M05609.0	{ESC:k}
M05610.0	오
M05611.0	{ESC:k}
M05612.0	성
M05613.0	{ESC:k}
M05614.0	왜
M05615.0	{ESC:k}
M05616.0	오환
M05617.0	{ESC:k}
M05618.0	강
M05619.0	{ESC:k}
M05620.0	산월
M05621.0	{ESC:k}
M05622.0	남만
M05623.0	{ESC:k}
M05624.0	황건
M05625.0	{ESC:k}
M05626.0	연
M05627.0	{ESC:k}
M05628.0	조
M05629.0	{ESC:k}
M05630.0	제
M05631.0	{ESC:k}
M05632.0	송
M05633.0	{ESC:k}
M05634.0	초
M05635.0	{ESC:k}
M05636.0	양
M05637.0	{ESC:k}
M05638.0	월
M05639.0	{ESC:k}
M05640.0	진
M05641.0	{ESC:k}
M05642.0	한
M05643.0	{ESC:k}
M05644.0	진
M05645.0	{ESC:k}
M05646.0	국호번호
M05647.0	국호
M05648.0	{ESC:k}
M05649.0	혈연번호
M05650.0	주1번호
M05651.0	주2번호
M05652.0	설명
M05653.0	세력
M05654.0	어린
M05655.0	{ESC:k}
M05656.0	보병계 병법이 유리한 속공용 진형입니다
M05657.0	학익
M05658.0	{ESC:k}
M05659.0	보병계 병법과 적장 포획을 노리는 요격용 진형입니다
M05660.0	추행
M05661.0	{ESC:k}
M05662.0	기동력이 뛰어나 여러 상황에 쓸 수 있는 진형입니다
M05663.0	봉시
M05664.0	{ESC:k}
M05665.0	기병계 병법과 일기토를 노리는 초공격형 진형입니다
M05666.0	안행
M05667.0	{ESC:k}
M05668.0	노병계 병법이 유리한 공성전용 진형입니다
M05669.0	기형
M05670.0	{ESC:k}
M05671.0	저격으로 대장의 통솔 저하를 노리는 공성전용 진형입니다
M05672.0	장사
M05673.0	{ESC:k}
M05674.0	최고의 기동력을 자랑하는 이동・기습용 진형입니다
M05675.0	방원
M05676.0	{ESC:k}
M05677.0	병사 손실을 막는, 수비와 장기전에 알맞은 진형입니다
M05678.0	정란
M05679.0	{ESC:k}
M05680.0	수비병 상대로 위력을 떨치는 공성전용 진형입니다
M05681.0	충차
M05682.0	{ESC:k}
M05683.0	최고의 성벽 파괴력을 자랑하는 공성전용 진형입니다
M05684.0	투석
M05685.0	{ESC:k}
M05686.0	강력하고 사정이 긴 투석 공격을 하는 공성전용 진형입니다
M05687.0	상병
M05688.0	{ESC:k}
M05689.0	부대 상대로도 위력을 떨치는 공성전용 진형입니다
M05690.0	정진
M05691.0	{ESC:k}
M05692.0	공격 외에 쓰는 진형입니다
M05693.0	건설
M05694.0	{ESC:k}
M05695.0	건설 전용 진형입니다
M05696.0	수송
M05697.0	{ESC:k}
M05698.0	수송 전용 진형입니다
M05699.0	왜
M05700.0	{ESC:k}
M05701.0	왜군 전용 진형입니다
M05702.0	오환
M05703.0	{ESC:k}
M05704.0	오환군 전용 진형입니다
M05705.0	강
M05706.0	{ESC:k}
M05707.0	강군 전용 진형입니다
M05708.0	산월
M05709.0	{ESC:k}
M05710.0	산월군 전용 진형입니다
M05711.0	남만
M05712.0	{ESC:k}
M05713.0	남만군 전용 진형입니다
M05714.0	주가
M05715.0	{ESC:k}
M05716.0	기동력이 뛰어난 배입니다
M05717.0	몽충
M05718.0	{ESC:k}
M05719.0	직접 공격에 뛰어난 공격적인 배입니다
M05720.0	누선
M05721.0	{ESC:k}
M05722.0	간접 공격에 뛰어난 대형선입니다
M05723.0	투함
M05724.0	{ESC:k}
M05725.0	균형 잡힌 최강의 대형선입니다
M05726.0	정선
M05727.0	{ESC:k}
M05728.0	공격 외에 쓰는 수군 진형입니다
M05729.0	수선
M05730.0	{ESC:k}
M05731.0	수송 전용 수군 진형입니다
M05732.0	이선
M05733.0	{ESC:k}
M05734.0	이민족의 수군 진형입니다
M05735.0	무진
M05736.0	{ESC:k}
M05737.0	무너진 진형. 공격에 약해집니다
M05738.0	진형
M05739.0	진형
M05740.0	{ESC:k}
M05741.0	대부대
M05742.0	대수병
M05743.0	대성벽
M05744.0	수비
M05745.0	기동
M05746.0	배치1
M05747.0	배치2
M05748.0	배치3
M05749.0	배치4
M05750.0	배치5
M05751.0	시야반경
M05752.0	시야각도
M05753.0	비용
M05754.0	효과
M05755.0	설명
M05756.0	효과
M05757.0	배
M05758.0	병법
M05759.0	낙랑・동
M05760.0	낙랑・서
M05761.0	환도・동
M05762.0	환도・남동
M05763.0	환도・중앙
M05764.0	환도・남서
M05765.0	환도・서
M05766.0	창려・동
M05767.0	창려・서
M05768.0	창려・남
M05769.0	유성
M05770.0	역경
M05771.0	어양・남동
M05772.0	어양・중앙
M05773.0	어양・북서
M05774.0	대현・북
M05775.0	대현・남
M05776.0	탁현・동
M05777.0	탁현・서
M05778.0	탁현・남
M05779.0	탁현・남
M05780.0	하간・북
M05781.0	하간・북
M05782.0	하간・남
M05783.0	하간・서
M05784.0	계교・동
M05785.0	계교・동
M05786.0	계교・서
M05787.0	계교・서
M05788.0	청하・동
M05789.0	청하・서
M05790.0	돈구・동
M05791.0	돈구・중앙
M05792.0	돈구・중앙
M05793.0	돈구・서
M05794.0	거록・북
M05795.0	거록・북
M05796.0	거록・남
M05797.0	상산・북
M05798.0	상산・북
M05799.0	상산・남
M05800.0	안문・북
M05801.0	안문・북
M05802.0	안문・남
M05803.0	안문・남
M05804.0	안문・북서
M05805.0	태원・북
M05806.0	태원・남
M05807.0	양원
M05808.0	서하・북
M05809.0	서하・남
M05810.0	장자・북
M05811.0	장자・서
M05812.0	즉묵
M05813.0	동평
M05814.0	태산・서
M05815.0	태산・남
M05816.0	정도
M05817.0	임성・동
M05818.0	임성・서
M05819.0	낭야・중앙
M05820.0	낭야・남동
M05821.0	회음・북
M05822.0	회음・북
M05823.0	회음・남
M05824.0	팽성・북동
M05825.0	팽성・북동
M05826.0	팽성・북서
M05827.0	팽성・중앙
M05828.0	팽성・남
M05829.0	팽성・남
M05830.0	중모・동
M05831.0	중모・서
M05832.0	중모・서
M05833.0	영천・동
M05834.0	영천・서
M05835.0	초현・서
M05836.0	초현・중앙
M05837.0	초현・동
M05838.0	송현
M05839.0	송현
M05840.0	양안
M05841.0	조가
M05842.0	조가
M05843.0	홍농・동
M05844.0	홍농・서
M05845.0	하남・동
M05846.0	하남・동
M05847.0	하남・서
M05848.0	임진
M05849.0	상현
M05850.0	미・북
M05851.0	미・북
M05852.0	미・남
M05853.0	미・남
M05854.0	자오곡
M05855.0	자오곡
M05856.0	진창
M05857.0	진창
M05858.0	오장원
M05859.0	가정
M05860.0	단곡
M05861.0	농서・동
M05862.0	농서・동
M05863.0	농서・서
M05864.0	적도・동
M05865.0	적도・서
M05866.0	금성・서
M05867.0	금성・중앙
M05868.0	금성・동
M05869.0	영거・북
M05870.0	영거・중앙
M05871.0	영거・남
M05872.0	영거・동
M05873.0	장액
M05874.0	장액
M05875.0	주천
M05876.0	합비
M05877.0	석정・북
M05878.0	석정・남
M05879.0	석정・남
M05880.0	석정・동
M05881.0	단양・북동
M05882.0	단양・남동
M05883.0	단양・서
M05884.0	시신・북동
M05885.0	시신・북
M05886.0	시신・남
M05887.0	시신・서
M05888.0	건안・동
M05889.0	건안・남동
M05890.0	건안・중앙
M05891.0	건안・북
M05892.0	건안・남
M05893.0	건안・북서
M05894.0	무창・북
M05895.0	무창・남
M05896.0	남창・동
M05897.0	남창・서
M05898.0	남창・남서
M05899.0	고창・북
M05900.0	고창・북서
M05901.0	고창・동
M05902.0	고창・남동
M05903.0	고창・남
M05904.0	고창・서
M05905.0	양현・북
M05906.0	양현・서
M05907.0	양현・동
M05908.0	박망・북서
M05909.0	박망・북서
M05910.0	박망・동
M05911.0	박망・중앙
M05912.0	박망・서
M05913.0	박망・남
M05914.0	신성・북
M05915.0	신성・중앙
M05916.0	신성・남동
M05917.0	맥성・북서
M05918.0	맥성・북동
M05919.0	맥성・서
M05920.0	맥성・남
M05921.0	화용・서
M05922.0	화용・동
M05923.0	화용・중앙
M05924.0	화용・남
M05925.0	의도・북
M05926.0	의도・남동
M05927.0	의도・남
M05928.0	의도・남
M05929.0	이릉・북동
M05930.0	이릉・남동
M05931.0	이릉・중앙
M05932.0	이릉・남
M05933.0	이릉・서
M05934.0	안륙・동
M05935.0	안륙・서
M05936.0	멱라
M05937.0	형양・북
M05938.0	형양・중앙
M05939.0	형양・남
M05940.0	위흥
M05941.0	정군산・북
M05942.0	정군산・남
M05943.0	정군산・남
M05944.0	무도・북
M05945.0	무도・남
M05946.0	답중
M05947.0	음평・서
M05948.0	음평・서
M05949.0	음평・남
M05950.0	백수・동
M05951.0	백수・동
M05952.0	백수・서
M05953.0	한수・동
M05954.0	한수・동
M05955.0	한수・서
M05956.0	파서・북
